ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms)
T0_4585_sternberg,2,10,BH,W,F,<rshift>,1,706,T1_4585_sternberg,2,10,MJ,S,F,<rshift>,1,1338,T2_4585_sternberg,2,10,CN,N,T,<rshift>,0,1061
T0_4585_sternberg,2,11,BH,S,F,<rshift>,1,814,T1_4585_sternberg,2,11,MJ,M,T,<lshift>,1,784,T2_4585_sternberg,2,11,CN,Q,F,<lshift>,0,908
T0_4585_sternberg,2,12,BH,K,F,<rshift>,1,776,T1_4585_sternberg,2,12,MJ,Q,F,<lshift>,0,1087,T2_4585_sternberg,2,12,CN,M,F,<lshift>,0,1081
T0_4585_sternberg,2,13,BH,H,T,<lshift>,1,1459,T1_4585_sternberg,2,13,MJ,J,T,<lshift>,1,1583,T2_4585_sternberg,2,13,CN,C,T,<rshift>,0,1141
T0_4585_sternberg,2,14,BH,B,T,<lshift>,1,749,T1_4585_sternberg,2,14,MJ,M,T,<lshift>,1,977,T2_4585_sternberg,2,14,CN,C,T,<rshift>,0,1003
T0_4585_sternberg,2,15,BH,B,T,<lshift>,1,600,T1_4585_sternberg,2,15,MJ,J,T,<lshift>,1,899,T2_4585_sternberg,2,15,CN,M,F,<lshift>,0,899
T0_4585_sternberg,2,16,BH,J,F,<rshift>,1,706,T1_4585_sternberg,2,16,MJ,J,T,<lshift>,1,3165,T2_4585_sternberg,2,16,CN,N,T,<rshift>,0,1179
T0_4585_sternberg,2,17,BH,L,F,<rshift>,1,637,T1_4585_sternberg,2,17,MJ,S,F,<rshift>,1,895,T2_4585_sternberg,2,17,CN,T,F,<lshift>,0,940
T0_4585_sternberg,2,18,BH,B,T,<lshift>,1,722,T1_4585_sternberg,2,18,MJ,C,F,<rshift>,1,650,T2_4585_sternberg,2,18,CN,N,T,<rshift>,0,1025
T0_4585_sternberg,2,19,BH,N,F,<rshift>,1,1038,T1_4585_sternberg,2,19,MJ,V,F,<rshift>,1,734,T2_4585_sternberg,2,19,CN,R,F,<lshift>,0,727
T0_4585_sternberg,2,20,BH,T,F,<rshift>,1,871,T1_4585_sternberg,2,20,MJ,J,T,<lshift>,1,722,T2_4585_sternberg,2,20,CN,N,T,<rshift>,0,757
T0_4585_sternberg,2,21,BH,T,F,<rshift>,1,587,T1_4585_sternberg,2,21,MJ,M,T,<lshift>,1,814,T2_4585_sternberg,2,21,CN,R,F,<lshift>,0,775
T0_4585_sternberg,2,22,BH,T,F,<rshift>,1,672,T1_4585_sternberg,2,22,MJ,J,T,<lshift>,1,826,T2_4585_sternberg,2,22,CN,N,T,<rshift>,0,623
T0_4585_sternberg,2,23,BH,C,F,<rshift>,1,753,T1_4585_sternberg,2,23,MJ,L,F,<rshift>,1,1067,T2_4585_sternberg,2,23,CN,N,T,<rshift>,0,726
T0_4585_sternberg,2,24,BH,R,F,<rshift>,1,750,T1_4585_sternberg,2,24,MJ,M,T,<lshift>,1,1552,T2_4585_sternberg,2,24,CN,C,T,<rshift>,0,1047
T0_4585_sternberg,2,25,BH,K,F,<rshift>,1,803,T1_4585_sternberg,2,25,MJ,B,F,<rshift>,1,914,T2_4585_sternberg,2,25,CN,N,T,<rshift>,0,912
T0_4585_sternberg,2,26,BH,B,T,<lshift>,1,845,T1_4585_sternberg,2,26,MJ,V,F,<rshift>,1,1256,T2_4585_sternberg,2,26,CN,Z,F,<lshift>,0,745
T0_4585_sternberg,2,27,BH,C,F,<rshift>,1,718,T1_4585_sternberg,2,27,MJ,B,F,<rshift>,1,933,T2_4585_sternberg,2,27,CN,W,F,<lshift>,0,1198
T0_4585_sternberg,2,28,BH,B,T,<lshift>,1,855,T1_4585_sternberg,2,28,MJ,M,T,<lshift>,1,887,T2_4585_sternberg,2,28,CN,C,T,<rshift>,0,1035
T0_4585_sternberg,2,29,BH,B,T,<lshift>,1,721,T1_4585_sternberg,2,29,MJ,S,F,<rshift>,1,1442,T2_4585_sternberg,2,29,CN,Q,F,<lshift>,0,828
T0_4585_sternberg,2,30,BH,H,T,<lshift>,1,860,T1_4585_sternberg,2,30,MJ,N,F,<rshift>,1,1103,T2_4585_sternberg,2,30,CN,C,T,<rshift>,0,785
T0_4585_sternberg,2,31,BH,B,T,<lshift>,1,654,T1_4585_sternberg,2,31,MJ,J,T,<lshift>,1,887,T2_4585_sternberg,2,31,CN,Q,F,<lshift>,0,863
T0_4585_sternberg,2,32,BH,F,F,<rshift>,1,670,T1_4585_sternberg,2,32,MJ,J,T,<lshift>,1,1967,T2_4585_sternberg,2,32,CN,C,T,<rshift>,0,991
T0_4585_sternberg,2,33,BH,R,F,<rshift>,1,688,T1_4585_sternberg,2,33,MJ,B,F,<rshift>,1,817,T2_4585_sternberg,2,33,CN,C,T,<rshift>,0,1189
T0_4585_sternberg,2,34,BH,H,T,<lshift>,1,601,T1_4585_sternberg,2,34,MJ,R,F,<rshift>,1,789,T2_4585_sternberg,2,34,CN,W,F,<lshift>,0,709
T0_4585_sternberg,2,35,BH,G,F,<lshift>,0,842,T1_4585_sternberg,2,35,MJ,M,T,<lshift>,1,907,T2_4585_sternberg,2,35,CN,N,T,<rshift>,0,968
T0_4585_sternberg,2,36,BH,B,T,<lshift>,1,2148,T1_4585_sternberg,2,36,MJ,J,T,<lshift>,1,929,T2_4585_sternberg,2,36,CN,C,T,<rshift>,0,1198
T0_4585_sternberg,2,37,BH,Q,F,<rshift>,1,879,T1_4585_sternberg,2,37,MJ,S,F,<rshift>,1,885,T2_4585_sternberg,2,37,CN,C,T,<lshift>,1,1528
T0_4585_sternberg,2,38,BH,B,T,<lshift>,1,801,T1_4585_sternberg,2,38,MJ,M,T,<lshift>,1,967,T2_4585_sternberg,2,38,CN,M,F,<rshift>,1,1383
T0_4585_sternberg,2,39,BH,H,T,<rshift>,0,1327,T1_4585_sternberg,2,39,MJ,J,T,<lshift>,1,914,T2_4585_sternberg,2,39,CN,Z,F,<rshift>,1,1104
T0_4585_sternberg,2,40,BH,N,F,<rshift>,1,2647,T1_4585_sternberg,2,40,MJ,F,F,<rshift>,1,1516,T2_4585_sternberg,2,40,CN,C,T,<lshift>,1,748
T0_4585_sternberg,2,41,BH,B,T,<lshift>,1,824,T1_4585_sternberg,2,41,MJ,M,T,<lshift>,1,867,T2_4585_sternberg,2,41,CN,S,F,<rshift>,1,865
T0_4585_sternberg,2,42,BH,M,F,<rshift>,1,1235,T1_4585_sternberg,2,42,MJ,T,F,<rshift>,1,1355,T2_4585_sternberg,2,42,CN,C,T,<lshift>,1,1136
T0_4585_sternberg,2,43,BH,H,T,<lshift>,1,971,T1_4585_sternberg,2,43,MJ,M,T,<lshift>,1,978,T2_4585_sternberg,2,43,CN,C,T,<lshift>,1,703
T0_4585_sternberg,2,44,BH,B,T,<lshift>,1,867,T1_4585_sternberg,2,44,MJ,M,T,<lshift>,1,1070,T2_4585_sternberg,2,44,CN,N,T,<lshift>,1,720
T0_4585_sternberg,2,45,BH,B,T,<lshift>,1,769,T1_4585_sternberg,2,45,MJ,J,T,<lshift>,1,954,T2_4585_sternberg,2,45,CN,N,T,<lshift>,1,653
T0_4585_sternberg,2,46,BH,B,T,<lshift>,1,620,T1_4585_sternberg,2,46,MJ,G,F,<rshift>,1,661,T2_4585_sternberg,2,46,CN,P,F,<rshift>,1,757
T0_4585_sternberg,2,47,BH,H,T,<lshift>,1,804,T1_4585_sternberg,2,47,MJ,P,F,<rshift>,1,1059,T2_4585_sternberg,2,47,CN,J,F,<rshift>,1,700
T0_4585_sternberg,2,48,BH,S,F,<rshift>,1,650,T1_4585_sternberg,2,48,MJ,R,F,<rshift>,1,1193,T2_4585_sternberg,2,48,CN,F,F,<rshift>,1,838
T0_4585_sternberg,2,49,BH,N,F,<rshift>,1,995,T1_4585_sternberg,2,49,MJ,J,T,<lshift>,1,708,T2_4585_sternberg,2,49,CN,P,F,<rshift>,1,1244
T0_4585_sternberg,2,50,BH,B,T,<lshift>,1,691,T1_4585_sternberg,2,50,MJ,J,T,<lshift>,1,775,T2_4585_sternberg,2,50,CN,N,T,<lshift>,1,637
T0_4585_sternberg,4,51,JSGZ,T,F,<rshift>,1,1401,T1_4585_sternberg,4,51,DSTF,L,F,<rshift>,1,1140,T2_4585_sternberg,4,51,DTGV,N,F,<rshift>,1,1909
T0_4585_sternberg,4,52,JSGZ,N,F,<rshift>,1,1212,T1_4585_sternberg,4,52,DSTF,D,T,<lshift>,1,697,T2_4585_sternberg,4,52,DTGV,G,T,<lshift>,1,1397
T0_4585_sternberg,4,53,JSGZ,J,T,<lshift>,1,746,T1_4585_sternberg,4,53,DSTF,P,F,<rshift>,1,972,T2_4585_sternberg,4,53,DTGV,W,F,<rshift>,1,968
T0_4585_sternberg,4,54,JSGZ,V,F,<rshift>,1,3543,T1_4585_sternberg,4,54,DSTF,M,F,<rshift>,1,1292,T2_4585_sternberg,4,54,DTGV,C,F,<rshift>,1,1542
T0_4585_sternberg,4,55,JSGZ,J,T,<lshift>,1,820,T1_4585_sternberg,4,55,DSTF,N,F,<rshift>,1,1491,T2_4585_sternberg,4,55,DTGV,T,T,<lshift>,1,766
T0_4585_sternberg,4,56,JSGZ,N,F,<rshift>,1,1422,T1_4585_sternberg,4,56,DSTF,M,F,<rshift>,1,911,T2_4585_sternberg,4,56,DTGV,T,T,<lshift>,1,679
T0_4585_sternberg,4,57,JSGZ,S,T,<lshift>,1,1047,T1_4585_sternberg,4,57,DSTF,D,T,<lshift>,1,725,T2_4585_sternberg,4,57,DTGV,V,T,<lshift>,1,851
T0_4585_sternberg,4,58,JSGZ,Z,T,<lshift>,1,1216,T1_4585_sternberg,4,58,DSTF,D,T,<lshift>,1,884,T2_4585_sternberg,4,58,DTGV,D,T,<lshift>,1,748
T0_4585_sternberg,4,59,JSGZ,W,F,<rshift>,1,1648,T1_4585_sternberg,4,59,DSTF,T,T,<lshift>,1,1785,T2_4585_sternberg,4,59,DTGV,Q,F,<rshift>,1,823
T0_4585_sternberg,4,60,JSGZ,S,T,<lshift>,1,1113,T1_4585_sternberg,4,60,DSTF,D,T,<lshift>,1,1079,T2_4585_sternberg,4,60,DTGV,H,F,<rshift>,1,862
T0_4585_sternberg,4,61,JSGZ,P,F,<rshift>,1,1858,T1_4585_sternberg,4,61,DSTF,S,T,<lshift>,1,1447,T2_4585_sternberg,4,61,DTGV,G,T,<lshift>,1,1212
T0_4585_sternberg,4,62,JSGZ,S,T,<lshift>,1,899,T1_4585_sternberg,4,62,DSTF,W,F,<rshift>,1,815,T2_4585_sternberg,4,62,DTGV,V,T,<lshift>,1,831
T0_4585_sternberg,4,63,JSGZ,Z,T,<lshift>,1,1439,T1_4585_sternberg,4,63,DSTF,K,F,<rshift>,1,2173,T2_4585_sternberg,4,63,DTGV,J,F,<rshift>,1,713
T0_4585_sternberg,4,64,JSGZ,J,T,<lshift>,1,953,T1_4585_sternberg,4,64,DSTF,S,T,<lshift>,1,887,T2_4585_sternberg,4,64,DTGV,T,T,<lshift>,1,963
T0_4585_sternberg,4,65,JSGZ,M,F,<rshift>,1,839,T1_4585_sternberg,4,65,DSTF,M,F,<rshift>,1,1883,T2_4585_sternberg,4,65,DTGV,D,T,<lshift>,1,713
T0_4585_sternberg,4,66,JSGZ,V,F,<lshift>,0,1045,T1_4585_sternberg,4,66,DSTF,N,F,<rshift>,1,852,T2_4585_sternberg,4,66,DTGV,Q,F,<rshift>,1,805
T0_4585_sternberg,4,67,JSGZ,S,T,<lshift>,1,3634,T1_4585_sternberg,4,67,DSTF,V,F,<rshift>,1,1526,T2_4585_sternberg,4,67,DTGV,D,T,<lshift>,1,791
T0_4585_sternberg,4,68,JSGZ,P,F,<rshift>,1,869,T1_4585_sternberg,4,68,DSTF,W,F,<rshift>,1,780,T2_4585_sternberg,4,68,DTGV,N,F,<rshift>,1,1246
T0_4585_sternberg,4,69,JSGZ,T,F,<rshift>,1,1357,T1_4585_sternberg,4,69,DSTF,M,F,<rshift>,1,824,T2_4585_sternberg,4,69,DTGV,W,F,<rshift>,1,845
T0_4585_sternberg,4,70,JSGZ,T,F,<rshift>,1,770,T1_4585_sternberg,4,70,DSTF,R,F,<rshift>,1,884,T2_4585_sternberg,4,70,DTGV,P,F,<rshift>,1,913
T0_4585_sternberg,4,71,JSGZ,V,F,<lshift>,0,954,T1_4585_sternberg,4,71,DSTF,S,T,<lshift>,1,908,T2_4585_sternberg,4,71,DTGV,M,F,<rshift>,1,780
T0_4585_sternberg,4,72,JSGZ,H,F,<rshift>,1,2899,T1_4585_sternberg,4,72,DSTF,W,F,<rshift>,1,867,T2_4585_sternberg,4,72,DTGV,M,F,<rshift>,1,829
T0_4585_sternberg,4,73,JSGZ,J,T,<lshift>,1,785,T1_4585_sternberg,4,73,DSTF,D,T,<lshift>,1,810,T2_4585_sternberg,4,73,DTGV,Q,F,<rshift>,1,819
T0_4585_sternberg,4,74,JSGZ,H,F,<rshift>,1,983,T1_4585_sternberg,4,74,DSTF,T,T,<lshift>,1,732,T2_4585_sternberg,4,74,DTGV,G,T,<lshift>,1,1673
T0_4585_sternberg,4,75,JSGZ,G,T,<lshift>,1,1947,T1_4585_sternberg,4,75,DSTF,S,T,<lshift>,1,859,T2_4585_sternberg,4,75,DTGV,T,T,<lshift>,1,907
T0_4585_sternberg,4,76,JSGZ,G,T,<lshift>,1,982,T1_4585_sternberg,4,76,DSTF,Z,F,<rshift>,1,1010,T2_4585_sternberg,4,76,DTGV,C,F,<rshift>,1,1154
T0_4585_sternberg,4,77,JSGZ,K,F,<rshift>,1,885,T1_4585_sternberg,4,77,DSTF,S,T,<lshift>,1,1178,T2_4585_sternberg,4,77,DTGV,T,T,<lshift>,1,985
T0_4585_sternberg,4,78,JSGZ,S,T,<lshift>,1,1878,T1_4585_sternberg,4,78,DSTF,M,F,<rshift>,1,1067,T2_4585_sternberg,4,78,DTGV,G,T,<rshift>,0,1016
T0_4585_sternberg,4,79,JSGZ,G,T,<lshift>,1,1621,T1_4585_sternberg,4,79,DSTF,L,F,<rshift>,1,1024,T2_4585_sternberg,4,79,DTGV,N,F,<lshift>,0,5465
T0_4585_sternberg,4,80,JSGZ,S,T,<lshift>,1,1177,T1_4585_sternberg,4,80,DSTF,F,T,<rshift>,0,1141,T2_4585_sternberg,4,80,DTGV,V,T,<rshift>,0,2038
T0_4585_sternberg,4,81,JSGZ,G,T,<lshift>,1,1188,T1_4585_sternberg,4,81,DSTF,C,F,<rshift>,1,5450,T2_4585_sternberg,4,81,DTGV,H,F,<lshift>,0,1661
T0_4585_sternberg,4,82,JSGZ,Q,F,<rshift>,1,1028,T1_4585_sternberg,4,82,DSTF,L,F,<rshift>,1,1465,T2_4585_sternberg,4,82,DTGV,G,T,<rshift>,0,2409
T0_4585_sternberg,4,83,JSGZ,S,T,<lshift>,1,874,T1_4585_sternberg,4,83,DSTF,S,T,<lshift>,1,2001,T2_4585_sternberg,4,83,DTGV,P,F,<lshift>,0,1740
T0_4585_sternberg,4,84,JSGZ,S,T,<lshift>,1,1234,T1_4585_sternberg,4,84,DSTF,T,T,<lshift>,1,1056,T2_4585_sternberg,4,84,DTGV,W,F,<lshift>,0,2456
T0_4585_sternberg,4,85,JSGZ,S,T,<lshift>,1,1334,T1_4585_sternberg,4,85,DSTF,B,F,<rshift>,1,842,T2_4585_sternberg,4,85,DTGV,C,F,<lshift>,0,1392
T0_4585_sternberg,4,86,JSGZ,J,T,<lshift>,1,912,T1_4585_sternberg,4,86,DSTF,T,T,<lshift>,1,995,T2_4585_sternberg,4,86,DTGV,T,T,<rshift>,0,990
T0_4585_sternberg,4,87,JSGZ,Z,T,<lshift>,1,994,T1_4585_sternberg,4,87,DSTF,T,T,<lshift>,1,685,T2_4585_sternberg,4,87,DTGV,V,T,<rshift>,0,1458
T0_4585_sternberg,4,88,JSGZ,W,F,<rshift>,1,955,T1_4585_sternberg,4,88,DSTF,R,F,<rshift>,1,736,T2_4585_sternberg,4,88,DTGV,K,F,<lshift>,0,1393
T0_4585_sternberg,4,89,JSGZ,G,T,<lshift>,1,1041,T1_4585_sternberg,4,89,DSTF,T,T,<lshift>,1,845,T2_4585_sternberg,4,89,DTGV,T,T,<rshift>,0,2529
T0_4585_sternberg,4,90,JSGZ,H,F,<rshift>,1,1364,T1_4585_sternberg,4,90,DSTF,C,F,<rshift>,1,1261,T2_4585_sternberg,4,90,DTGV,Q,F,<lshift>,0,851
T0_4585_sternberg,4,91,JSGZ,K,F,<rshift>,1,1088,T1_4585_sternberg,4,91,DSTF,D,T,<lshift>,1,742,T2_4585_sternberg,4,91,DTGV,T,T,<rshift>,0,1200
T0_4585_sternberg,4,92,JSGZ,D,F,<rshift>,1,1705,T1_4585_sternberg,4,92,DSTF,F,T,<lshift>,1,1479,T2_4585_sternberg,4,92,DTGV,S,F,<lshift>,0,1745
T0_4585_sternberg,4,93,JSGZ,G,T,<lshift>,1,921,T1_4585_sternberg,4,93,DSTF,V,F,<rshift>,1,1463,T2_4585_sternberg,4,93,DTGV,T,T,<rshift>,0,3004
T0_4585_sternberg,4,94,JSGZ,J,T,<lshift>,1,1120,T1_4585_sternberg,4,94,DSTF,D,T,<lshift>,1,844,T2_4585_sternberg,4,94,DTGV,V,T,<lshift>,1,1362
T0_4585_sternberg,4,95,JSGZ,D,F,<rshift>,1,1228,T1_4585_sternberg,4,95,DSTF,R,F,<rshift>,1,1008,T2_4585_sternberg,4,95,DTGV,D,T,<lshift>,1,925
T0_4585_sternberg,4,96,JSGZ,T,F,<rshift>,1,1305,T1_4585_sternberg,4,96,DSTF,T,T,<lshift>,1,1490,T2_4585_sternberg,4,96,DTGV,J,F,<rshift>,1,865
T0_4585_sternberg,4,97,JSGZ,J,T,<lshift>,1,789,T1_4585_sternberg,4,97,DSTF,D,T,<lshift>,1,935,T2_4585_sternberg,4,97,DTGV,B,F,<rshift>,1,1139
T0_4585_sternberg,4,98,JSGZ,H,F,<rshift>,1,1262,T1_4585_sternberg,4,98,DSTF,B,F,<rshift>,1,924,T2_4585_sternberg,4,98,DTGV,T,T,<lshift>,1,1022
T0_4585_sternberg,4,99,JSGZ,L,F,<rshift>,1,1901,T1_4585_sternberg,4,99,DSTF,F,T,<lshift>,1,1951,T2_4585_sternberg,4,99,DTGV,D,T,<lshift>,1,972
T0_4585_sternberg,4,100,JSGZ,T,F,<rshift>,1,911,T1_4585_sternberg,4,100,DSTF,F,T,<lshift>,1,568,T2_4585_sternberg,4,100,DTGV,P,F,<rshift>,1,832
T0_4585_sternberg,6,101,TSRDVC,S,T,<rshift>,0,2923,T1_4585_sternberg,6,101,DPKMNJ,M,T,<lshift>,1,1949,T2_4585_sternberg,6,101,NVDTQR,M,F,<rshift>,1,1663
T0_4585_sternberg,6,102,TSRDVC,C,T,<lshift>,1,2216,T1_4585_sternberg,6,102,DPKMNJ,Q,F,<rshift>,1,1191,T2_4585_sternberg,6,102,NVDTQR,C,F,<rshift>,1,928
T0_4585_sternberg,6,103,TSRDVC,T,T,<lshift>,1,1628,T1_4585_sternberg,6,103,DPKMNJ,K,T,<lshift>,1,853,T2_4585_sternberg,6,103,NVDTQR,S,F,<rshift>,1,1382
T0_4585_sternberg,6,104,TSRDVC,S,T,<lshift>,1,1258,T1_4585_sternberg,6,104,DPKMNJ,F,F,<rshift>,1,929,T2_4585_sternberg,6,104,NVDTQR,T,T,<rshift>,0,1155
T0_4585_sternberg,6,105,TSRDVC,W,F,<rshift>,1,861,T1_4585_sternberg,6,105,DPKMNJ,P,T,<lshift>,1,1067,T2_4585_sternberg,6,105,NVDTQR,J,F,<lshift>,0,1673
T0_4585_sternberg,6,106,TSRDVC,Q,F,<rshift>,1,1279,T1_4585_sternberg,6,106,DPKMNJ,K,T,<lshift>,1,846,T2_4585_sternberg,6,106,NVDTQR,T,T,<rshift>,0,1966
T0_4585_sternberg,6,107,TSRDVC,V,T,<lshift>,1,1265,T1_4585_sternberg,6,107,DPKMNJ,D,T,<lshift>,1,721,T2_4585_sternberg,6,107,NVDTQR,H,F,<rshift>,1,2184
T0_4585_sternberg,6,108,TSRDVC,R,T,<lshift>,1,1337,T1_4585_sternberg,6,108,DPKMNJ,P,T,<lshift>,1,741,T2_4585_sternberg,6,108,NVDTQR,H,F,<rshift>,1,1218
T0_4585_sternberg,6,109,TSRDVC,T,T,<lshift>,1,834,T1_4585_sternberg,6,109,DPKMNJ,J,T,<lshift>,1,889,T2_4585_sternberg,6,109,NVDTQR,T,T,<lshift>,1,1509
T0_4585_sternberg,6,110,TSRDVC,W,F,<rshift>,1,714,T1_4585_sternberg,6,110,DPKMNJ,K,T,<lshift>,1,1052,T2_4585_sternberg,6,110,NVDTQR,C,F,<rshift>,1,985
T0_4585_sternberg,6,111,TSRDVC,P,F,<rshift>,1,1096,T1_4585_sternberg,6,111,DPKMNJ,K,T,<lshift>,1,618,T2_4585_sternberg,6,111,NVDTQR,Q,T,<lshift>,1,1040
T0_4585_sternberg,6,112,TSRDVC,S,T,<lshift>,1,752,T1_4585_sternberg,6,112,DPKMNJ,J,T,<lshift>,1,771,T2_4585_sternberg,6,112,NVDTQR,W,F,<rshift>,1,975
T0_4585_sternberg,6,113,TSRDVC,L,F,<rshift>,1,917,T1_4585_sternberg,6,113,DPKMNJ,K,T,<lshift>,1,822,T2_4585_sternberg,6,113,NVDTQR,M,F,<rshift>,1,1906
T0_4585_sternberg,6,114,TSRDVC,N,F,<rshift>,1,1293,T1_4585_sternberg,6,114,DPKMNJ,F,F,<rshift>,1,1405,T2_4585_sternberg,6,114,NVDTQR,D,T,<lshift>,1,920
T0_4585_sternberg,6,115,TSRDVC,F,F,<lshift>,0,1176,T1_4585_sternberg,6,115,DPKMNJ,G,F,<rshift>,1,1724,T2_4585_sternberg,6,115,NVDTQR,G,F,<rshift>,1,1054
T0_4585_sternberg,6,116,TSRDVC,T,T,<lshift>,1,1350,T1_4585_sternberg,6,116,DPKMNJ,K,T,<lshift>,1,810,T2_4585_sternberg,6,116,NVDTQR,P,F,<rshift>,1,1878
T0_4585_sternberg,6,117,TSRDVC,B,F,<rshift>,1,2135,T1_4585_sternberg,6,117,DPKMNJ,V,F,<rshift>,1,1383,T2_4585_sternberg,6,117,NVDTQR,L,F,<rshift>,1,1419
T0_4585_sternberg,6,118,TSRDVC,L,F,<rshift>,1,1121,T1_4585_sternberg,6,118,DPKMNJ,D,T,<lshift>,1,919,T2_4585_sternberg,6,118,NVDTQR,R,T,<lshift>,1,1115
T0_4585_sternberg,6,119,TSRDVC,H,F,<rshift>,1,1425,T1_4585_sternberg,6,119,DPKMNJ,V,F,<rshift>,1,1396,T2_4585_sternberg,6,119,NVDTQR,V,T,<lshift>,1,781
T0_4585_sternberg,6,120,TSRDVC,N,F,<rshift>,1,1733,T1_4585_sternberg,6,120,DPKMNJ,C,F,<rshift>,1,1403,T2_4585_sternberg,6,120,NVDTQR,P,F,<rshift>,1,852
T0_4585_sternberg,6,121,TSRDVC,V,T,<lshift>,1,937,T1_4585_sternberg,6,121,DPKMNJ,P,T,<lshift>,1,1005,T2_4585_sternberg,6,121,NVDTQR,J,F,<rshift>,1,953
T0_4585_sternberg,6,122,TSRDVC,R,T,<lshift>,1,969,T1_4585_sternberg,6,122,DPKMNJ,N,T,<lshift>,1,1987,T2_4585_sternberg,6,122,NVDTQR,N,T,<lshift>,1,762
T0_4585_sternberg,6,123,TSRDVC,L,F,<rshift>,1,1021,T1_4585_sternberg,6,123,DPKMNJ,T,F,<rshift>,1,1457,T2_4585_sternberg,6,123,NVDTQR,V,T,<lshift>,1,1467
T0_4585_sternberg,6,124,TSRDVC,T,T,<lshift>,1,804,T1_4585_sternberg,6,124,DPKMNJ,B,F,<rshift>,1,1221,T2_4585_sternberg,6,124,NVDTQR,V,T,<lshift>,1,612
T0_4585_sternberg,6,125,TSRDVC,T,T,<lshift>,1,930,T1_4585_sternberg,6,125,DPKMNJ,K,T,<lshift>,1,858,T2_4585_sternberg,6,125,NVDTQR,L,F,<rshift>,1,2399
T0_4585_sternberg,6,126,TSRDVC,Q,F,<rshift>,1,773,T1_4585_sternberg,6,126,DPKMNJ,Z,F,<rshift>,1,1024,T2_4585_sternberg,6,126,NVDTQR,C,F,<rshift>,1,1959
T0_4585_sternberg,6,127,TSRDVC,L,F,<rshift>,1,1173,T1_4585_sternberg,6,127,DPKMNJ,P,T,<lshift>,1,1101,T2_4585_sternberg,6,127,NVDTQR,T,T,<lshift>,1,1022
T0_4585_sternberg,6,128,TSRDVC,D,T,<lshift>,1,1482,T1_4585_sternberg,6,128,DPKMNJ,R,F,<rshift>,1,1338,T2_4585_sternberg,6,128,NVDTQR,M,F,<rshift>,1,1375
T0_4585_sternberg,6,129,TSRDVC,M,F,<rshift>,1,947,T1_4585_sternberg,6,129,DPKMNJ,M,T,<lshift>,1,2090,T2_4585_sternberg,6,129,NVDTQR,N,T,<lshift>,1,865
T0_4585_sternberg,6,130,TSRDVC,S,T,<lshift>,1,1330,T1_4585_sternberg,6,130,DPKMNJ,D,T,<lshift>,1,794,T2_4585_sternberg,6,130,NVDTQR,Q,T,<lshift>,1,898
